Compound_Name,SMILES_PubChem,logKp(cm/h),logKp(cm/s),Ref,T_K,Anatomical_location,Diffusion_cell,Receptor_medium,can_SMILES
8-Methoxypsoralen,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,-1.75,-5.31,105,305.15,Human Abdominal Skin,Static,PBS,COc1c2occc2cc2ccc(=O)oc12
8-Phenylcaprylic Acid,C1=CC=CC=C1CCCCCCCC(=O)O,-2.04,-5.6,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,O=C(O)CCCCCCCc1ccccc1
A-Hbcdd,C1C[C@H]([C@H](CC[C@H]([C@@H](CC[C@@H]([C@@H]1Br)Br)Br)Br)Br)Br,-0.01,-3.57,21,305.15,Abdominal/Back/Breast Human Skin,Stirred,aqueous solution / phosphate buffer,Br[C@@H]1CC[C@H](Br)[C@H](Br)CC[C@@H](Br)[C@@H](Br)CC[C@H]1Br
Aapv,Not found in PubChem,-3.82,-7.38,103,308.15,"Surgery, Abdomen",Static Franz Cell,PBS,
Aceclofenac,C1=CC=C(C(=C1)CC(=O)OCC(=O)O)NC2=C(C=CC=C2Cl)Cl,-3.15,-6.71,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl
Acetaldehyde,CC=O,-3.15,-6.71,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CC=O
Acetic Acid,CC(=O)O,-3.21,-6.77,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CC(=O)O
Acetic Acid,CC(=O)O,-2.52,-6.08,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CC(=O)O
Acetone,CC(=O)C,-3.29,-6.85,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CC(C)=O
Acetonitrile,CC#N,-3.21,-6.77,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,CC#N
Acetophenone,CC(=O)C1=CC=CC=C1,1.03,-2.53,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,CC(=O)c1ccccc1
Acetophenone,CC(=O)C1=CC=CC=C1,-1.58,-5.13,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,CC(=O)c1ccccc1
Acetophenone,CC(=O)C1=CC=CC=C1,-1.56,-5.12,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,CC(=O)c1ccccc1
Acetylsalicylic Acid,CC(=O)OC1=CC=CC=C1C(=O)O,-1.94,-5.5,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CC(=O)Oc1ccccc1C(=O)O
Acetylsalicylic Acid,CC(=O)OC1=CC=CC=C1C(=O)O,-2.14,-5.7,47,305.15,Human Abdominal Skin,Static/Stirred,PBS/Saline,CC(=O)Oc1ccccc1C(=O)O
Acrolein,C=CC=O,-3.07,-6.63,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,C=CC=O
Acrylic Acid,C=CC(=O)O,-3.05,-6.61,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,C=CC(=O)O
Acrylonitrile,C=CC#N,-2.87,-6.43,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,C=CC#N
Acyclovir,C1=NC2=C(N1COCCO)N=C(NC2=O)N,-4.22,-7.78,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,Nc1nc2c(ncn2COCCO)c(=O)[nH]1
Acyclovir,C1=NC2=C(N1COCCO)N=C(NC2=O)N,-3.52,-7.08,107,,Human Skin,,,Nc1nc2c(ncn2COCCO)c(=O)[nH]1
Aflatoxin B1,COC1=C2C3=C(C(=O)CC3)C(=O)OC2=C4[C@@H]5C=CO[C@@H]5OC4=C1,-3.68,-7.23,100,305.15,"Surgery, Abdomen",Static Franz Cell,PBS with BSA,COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)[C@@H]1C=CO[C@@H]1O2
Aldosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C=O)O,-5.52,-9.08,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12
Aldosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C=O)O,-3.8,-7.36,12,,Human Cadaver Abdominal Skin,Stirred/Side-Bi-Side,PBS,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12
Aldosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C=O)O,-3.89,-7.45,14,305.15,Human Abdominal Skin,Static,PBS/Saline,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12
Aldosterone,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@H]4C(=O)CO)C=O)O,-4.64,-8.2,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@]2(C=O)[C@@H](C(=O)CO)CC[C@@H]12
Allyl Alcohol,C=CCO,-2.95,-6.51,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,C=CCO
"Alpha-Methyl-1,3-Benzodioxole-5-Propionaldehyde",CC(CC1=CC2=C(C=C1)OCO2)C=O,0.82,-2.74,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,CC(C=O)Cc1ccc2c(c1)OCO2
Alprenolol,CC(C)NCC(COC1=CC=CC=C1CC=C)O,-2.64,-6.2,12,,Human Cadaver Abdominal Skin,Stirred/Side-Bi-Side,PBS,C=CCc1ccccc1OCC(O)CNC(C)C
Alprenolol,CC(C)NCC(COC1=CC=CC=C1CC=C)O,-1.74,-5.3,14,305.15,Human Abdominal Skin,Static,PBS/Saline,C=CCc1ccccc1OCC(O)CNC(C)C
Aminopyrine,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,-2.99,-6.55,14,305.15,Human Abdominal Skin,Static,PBS/Saline,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
Aminopyrine,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,-2.93,-6.48,97,305.15,"Surgery, Abdomen",Static Franz Cell,PBS,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C
Amobarbital,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,-2.64,-6.2,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
Amphetamine,CC(CC1=CC=CC=C1)N,-4.85,-8.41,69,295.15,"Cadaver, Thigh",Glass Diffusion Cell,Ringer solution,CC(N)Cc1ccccc1
Amylobarbitone,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,-2.64,-6.2,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
Amylobarbitone,CCC1(C(=O)NC(=O)NC1=O)CCC(C)C,-2.44,-6,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O
Aniline,C1=CC=C(C=C1)N,-1.66,-5.22,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,Nc1ccccc1
Aniline,C1=CC=C(C=C1)N,-2.65,-6.21,3,305.15,Abdominal Human Skin,Static/Stirred,phosphate-buffered saline,Nc1ccccc1
Aniline,C1=CC=C(C=C1)N,-1.38,-4.94,14,305.15,Human Abdominal Skin,Static,PBS/Saline,Nc1ccccc1
Aniline,C1=CC=C(C=C1)N,-1.42,-4.98,107,,Human Skin,,,Nc1ccccc1
Anisole,COC1=CC=CC=C1,-1.6,-5.16,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,COc1ccccc1
Anisole,COC1=CC=CC=C1,-0.85,-4.41,14,305.15,Human Abdominal Skin,Static,PBS/Saline,COc1ccccc1
Anisole,COC1=CC=CC=C1,-1.24,-4.8,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,COc1ccccc1
Anisyl Alcohol,COC1=CC=C(C=C1)CO,0.54,-3.02,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,COc1ccc(CO)cc1
Anti-Ddc-Co,Not found in PubChem,-0.18,-3.74,21,305.15,Abdominal/Back/Breast Human Skin,Stirred,aqueous solution / phosphate buffer,
Antipyrine,CC1=CC(=O)N(N1C)C2=CC=CC=C2,-4.17,-7.73,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,Cc1cc(=O)n(-c2ccccc2)n1C
Antipyrine,CC1=CC(=O)N(N1C)C2=CC=CC=C2,-4.18,-7.74,109,305.15,Human Abdominal Skin,Static,PBS,Cc1cc(=O)n(-c2ccccc2)n1C
Aspartic Acid,C([C@@H](C(=O)O)N)C(=O)O,-3.87,-7.43,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,N[C@@H](CC(=O)O)C(=O)O
Aspartic Acid,C([C@@H](C(=O)O)N)C(=O)O,-3.95,-7.51,109,305.15,Human Abdominal Skin,Static,PBS,N[C@@H](CC(=O)O)C(=O)O
Aspirin,CC(=O)OC1=CC=CC=C1C(=O)O,1.42,-2.14,16,305.15,Abdominal Human Skin,Static,PBS/Saline,CC(=O)Oc1ccccc1C(=O)O
Aspirin,CC(=O)OC1=CC=CC=C1C(=O)O,-2.13,-5.69,107,,Human Skin,,,CC(=O)Oc1ccccc1C(=O)O
Aspirin,CC(=O)OC1=CC=CC=C1C(=O)O,-2.14,-5.7,10,310.15,Dorsal Human Skin,Stirred,phosphate buffer,CC(=O)Oc1ccccc1C(=O)O
Atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,1.21,-2.35,5,305.15,Abdominal Human Skin,Static,isotonic phosphate buffer,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
Atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,-3.84,-7.4,12,,Human Cadaver Abdominal Skin,Stirred/Side-Bi-Side,PBS,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
Atenolol,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,-3.79,-7.35,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
Atropine,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,-5.07,-8.63,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CN1[C@@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2
Atropine,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,-5.06,-8.62,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CN1[C@@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2
Atropine,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,-4.12,-7.68,44,310.15,Abdomen,Static,PBS,CN1[C@@H]2CC[C@H]1CC(OC(=O)C(CO)c1ccccc1)C2
Baclofen,C1=CC(=CC=C1C(CC(=O)O)CN)Cl,-4.41,-7.97,105,305.15,Human Abdominal Skin,Static,PBS,NCC(CC(=O)O)c1ccc(Cl)cc1
Barbital,CCC1(C(=O)NC(=O)NC1=O)CC,-3.95,-7.51,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,CCC1(CC)C(=O)NC(=O)NC1=O
Barbital,CCC1(C(=O)NC(=O)NC1=O)CC,-3.75,-7.31,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCC1(CC)C(=O)NC(=O)NC1=O
Basic Red 76 (Chloride Salt),Not found in PubChem,-1.59,-5.15,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,
Basic Red 76 (Chloride Salt),Not found in PubChem,-3.05,-6.61,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,
Basic Red 76 (Chloride Salt),Not found in PubChem,-2.77,-6.33,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,
Beh-Tebp,CCCCC(CC)COC(=O)C1=C(C(=C(C(=C1Br)Br)Br)Br)C(=O)OCC(CC)CCCC,-0.29,-3.85,21,305.15,Abdominal/Back/Breast Human Skin,Stirred,aqueous solution / phosphate buffer,CCCCC(CC)COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCC(CC)CCCC
Benzaldehyde,C1=CC=C(C=C1)C=O,-0.85,-4.41,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,O=Cc1ccccc1
Benzaldehyde,C1=CC=C(C=C1)C=O,-0.95,-4.51,14,305.15,Human Abdominal Skin,Static,PBS/Saline,O=Cc1ccccc1
Benzaldehyde,C1=CC=C(C=C1)C=O,-0.74,-4.3,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,O=Cc1ccccc1
Benzene,C1=CC=CC=C1,-0.95,-4.51,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,c1ccccc1
Benzene,C1=CC=CC=C1,-0.71,-4.27,14,305.15,Human Abdominal Skin,Static,PBS/Saline,c1ccccc1
Benzene,C1=CC=CC=C1,-0.88,-4.44,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,c1ccccc1
Benzene,C1=CC=CC=C1,-0.19,-3.75,96,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,c1ccccc1
Benzoic Acid,C1=CC=C(C=C1)C(=O)O,-1.6,-5.16,11,310.15,Abdominal Human Skin,Stirred,phosphate buffer,O=C(O)c1ccccc1
Benzoic Acid,C1=CC=C(C=C1)C(=O)O,-2.12,-5.68,14,305.15,Human Abdominal Skin,Static,PBS/Saline,O=C(O)c1ccccc1
Benzoic Acid,C1=CC=C(C=C1)C(=O)O,-1.85,-5.41,107,,Human Skin,,,O=C(O)c1ccccc1
Benzoic Acid,C1=CC=C(C=C1)C(=O)O,-2.48,-6.04,95,305.15,"Surgery, Abdomen, Breast",Static Franz Cell,"0.9% NaCl, 5% bovine serum albumine, 0.1% hexamycine in water",O=C(O)c1ccccc1
Benzoic Acid,C1=CC=C(C=C1)C(=O)O,-2.38,-5.93,95,305.15,"Surgery, Abdomen, Breast",Static Franz Cell,"0.9% NaCl, 5% bovine serum albumine, 0.1% hexamycine in water",O=C(O)c1ccccc1
Benzoic Acid,C1=CC=C(C=C1)C(=O)O,-1.47,-5.02,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,O=C(O)c1ccccc1
Benzoic Acid,C1=CC=C(C=C1)C(=O)O,-1.43,-4.98,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,O=C(O)c1ccccc1
Benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,-1.41,-4.97,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,O=C(c1ccccc1)c1ccccc1
Benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,0.26,-3.3,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,O=C(c1ccccc1)c1ccccc1
Benzophenone,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,-0.01,-3.57,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,O=C(c1ccccc1)c1ccccc1
Benzophenone (Pbs),C1=CC=C(C=C1)C(=O)C2=CC=CC=C2,1.53,-2.03,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,O=C(c1ccccc1)c1ccccc1
Benzyl Alcohol,C1=CC=C(C=C1)CO,-2.22,-5.78,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,OCc1ccccc1
Benzyl Alcohol,C1=CC=C(C=C1)CO,-1.77,-5.33,2,303.15,Human Skin,Static/Stirred/Flow,saline solution/phosphate buffer/isotonic aqueous solution,OCc1ccccc1
Benzyl Alcohol,C1=CC=C(C=C1)CO,-1.74,-5.3,14,305.15,Human Abdominal Skin,Static,PBS/Saline,OCc1ccccc1
Benzyl Alcohol,C1=CC=C(C=C1)CO,-2,-5.56,110,305.15,Human Abdominal Skin/Stratum Corneum,Static,PBS,OCc1ccccc1
Benzyl Bromide,C1=CC=C(C=C1)CBr,-1.66,-5.22,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,BrCc1ccccc1
Benzyl Bromide,C1=CC=C(C=C1)CBr,-1.89,-5.45,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,BrCc1ccccc1
Benzyl Nicotinate,C1=CC=C(C=C1)COC(=O)C2=CN=CC=C2,-1.31,-4.87,14,305.15,Human Abdominal Skin,Static,PBS/Saline,O=C(OCc1ccccc1)c1cccnc1
Benzyl Nicotinate,C1=CC=C(C=C1)COC(=O)C2=CN=CC=C2,-1.55,-5.11,107,,Human Skin,,,O=C(OCc1ccccc1)c1cccnc1
Benzylidene Acetone,CC(=O)/C=C/C1=CC=CC=C1,1.12,-2.44,15,305.15,Abdominal Human Skin,Flow,polychlorotrifluoroethylene,CC(=O)/C=C/c1ccccc1
Benzylidene Acetone,CC(=O)/C=C/C1=CC=CC=C1,-1.12,-4.68,26,305.15,Human Abdominal Skin,Static,PBS (pH 7.4) + 0.02% sodium azide,CC(=O)/C=C/c1ccccc1
Bepridil,CC(C)COCC(CN(CC1=CC=CC=C1)C2=CC=CC=C2)N3CCCC3,-3.23,-6.79,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1
Beta-Estradiol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,-2.28,-5.84,1,305.15,Human Abdominal Skin,Static/Flow/Side-By-Side,phosphate-buffered saline/physiological saline,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
Beta-Estradiol,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O,-3.52,-7.08,20,299.15,Human Epidermal Membrane,Horizontal Glass Diffusion Chamber,Aqueous penicillin–streptomycin solution,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
Beta-Hbcdd,C1C[C@H]([C@H](CC[C@H]([C@H](CC[C@H]([C@@H]1Br)Br)Br)Br)Br)Br,-0.04,-3.6,21,305.15,Abdominal/Back/Breast Human Skin,Stirred,aqueous solution / phosphate buffer,Br[C@@H]1CC[C@@H](Br)[C@@H](Br)CC[C@@H](Br)[C@@H](Br)CC[C@H]1Br
Betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,-3.61,-7.17,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
Betamethasone,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3([C@H](C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,-3.59,-7.15,107,,Human Skin,,,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
Betamethasone-17-Valerate,CCCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CO,-1.92,-5.48,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
Betamethasone-17-Valerate,CCCCC(=O)O[C@@]1([C@H](C[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)C)C(=O)CO,-2.94,-6.5,107,,Human Skin,,,CCCCC(=O)O[C@]1(C(=O)CO)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C
Betaxolol,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,-3.46,-7.02,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
Betaxolol,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O,-2.74,-6.3,107,,Human Skin,,,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1
Bis(2-Ethylhexyl)Phthalate,CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)OCC(CC)CCCC,-6.98,-10.54,52,303.15,Cadaver,Franz Cell,Dulbecco PBS,CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
Bisoprolol Fumarate,CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.CC(C)NCC(COC1=CC=C(C=C1)COCCOC(C)C)O.C(=C/C(=O)O)\C(=O)O,-3.57,-7.13,77,305.15,"Abdominoplasty, Abdomen",Franz Cell,Sorensen buffer,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1.O=C(O)/C=C/C(=O)O
Bisphenol A,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,-4.03,-7.59,93,305.65,"Surgery, Abdomen",Static Franz Cell,"RPMI 1640 with gentamycine, penicillin, streptomycin and 2% BSA",CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
Bisphenol A,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,-4.33,-7.89,93,305.65,"Surgery, Abdomen",Static Franz Cell,"RPMI 1640 with gentamycine, penicillin, streptomycin and 2% BSA",CC(C)(c1ccc(O)cc1)c1ccc(O)cc1
Bisphenol A Diglycidyl Ether,CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4,-6.32,-9.88,31,273.15,"Mammaplasty, Breast",Flow Through Cell,Hanks balanced salt solution,CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1
Bisphenol S,C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O,-6.19,-9.75,93,305.65,"Surgery, Abdomen",Static Franz Cell,"RPMI 1640 with gentamycine, penicillin, streptomycin and 2% BSA",O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1
Bisphenol S,C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O,-5.59,-9.14,93,305.65,"Surgery, Abdomen",Static Franz Cell,"RPMI 1640 with gentamycine, penicillin, streptomycin and 2% BSA",O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1
Bisphenol S,C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O,-4.58,-8.13,93,305.65,"Surgery, Abdomen",Static Franz Cell,"RPMI 1640 with gentamycine, penicillin, streptomycin and 2% BSA",O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1
Borax,Not found in PubChem,-3.77,-7.33,78,273.15,"Cadaver, Thigh",Flow Through Cell,PBS,
Boric Acid,B(O)(O)O,-3.64,-7.2,78,273.15,"Cadaver, Thigh",Flow Through Cell,PBS,OB(O)O
Boric Acid,B(O)(O)O,-3.58,-7.14,109,305.15,Human Abdominal Skin,Static,PBS,OB(O)O
Bpa,Not found in PubChem,0.78,-2.78,21,305.15,Abdominal/Back/Breast Human Skin,Stirred,aqueous solution / phosphate buffer,
Bromoacetic Acid,C(C(=O)O)Br,-2.45,-6.01,14,305.15,Human Abdominal Skin,Static,PBS/Saline,O=C(O)CBr
Bromoacetic Acid,C(C(=O)O)Br,-2.85,-6.41,107,,Human Skin,,,O=C(O)CBr
Bromochloroacetic Acid,ClC(C(=O)O)Br,-2.79,-6.35,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,O=C(O)C(Cl)Br
Bromochloroacetonitrile,ClC(C#N)Br,-1.35,-4.91,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,N#CC(Cl)Br
Bromochloroacetonitrile,ClC(C#N)Br,-0.79,-4.35,107,,Human Skin,,,N#CC(Cl)Br
Bromodichloromethane,C(Br)(Cl)Cl,-0.85,-4.41,14,305.15,Human Abdominal Skin,Static,PBS/Saline,ClC(Cl)Br
Bromodichloromethane,C(Br)(Cl)Cl,-0.74,-4.3,107,,Human Skin,,,ClC(Cl)Br
Bromoform,C(Br)(Br)Br,-0.67,-4.23,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,BrC(Br)Br
Btbpe,C1=C(C=C(C(=C1Br)OCCOC2=C(C=C(C=C2Br)Br)Br)Br)Br,-0.06,-3.62,21,305.15,Abdominal/Back/Breast Human Skin,Stirred,aqueous solution / phosphate buffer,Brc1cc(Br)c(OCCOc2c(Br)cc(Br)cc2Br)c(Br)c1
Buprenorphine,C[C@]([C@H]1C[C@@]23CC[C@@]1([C@H]4[C@@]25CCN([C@@H]3CC6=C5C(=C(C=C6)O)O4)CC7CC7)OC)(C(C)(C)C)O,-3.06,-6.62,28,305.15,Human Abdominal Skin,Static,PBS/isotonic saline/Physiological saline,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
Butanol,CCCCO,0.96,-2.6,16,305.15,Abdominal Human Skin,Static,PBS/Saline,CCCCO
Butanol,CCCCO,-2.6,-6.16,4,305.15,Human Skin/Abdomen/Breast,Static/Stirred/Flow,buffered saline/ MEM,CCCCO
Butanol,CCCCO,-2.47,-6.03,105,305.15,Human Abdominal Skin,Static,PBS,CCCCO
Butanone,CCC(=O)C,-1.86,-5.42,14,305.15,Human Abdominal Skin,Static,PBS/Saline,CCC(C)=O
Butanone,CCC(=O)C,-2.34,-5.9,50,305.15,Human Abdominal Skin,Static,PBS,CCC(C)=O
Butobarbital,CCCCC1(C(=O)NC(=O)NC1=O)CC,-3.71,-7.27,4,305.15,Human Skin/Abdomen/Breast,Static/Stirred/Flow,buffered saline/ MEM,CCCCC1(CC)C(=O)NC(=O)NC1=O
